代碼,公司,產業,年,市值,股價淨值比,資產
1104,環泥,水泥工業,2013,133278942.3,8351.814477,17746983
1104,環泥,水泥工業,2014,130770367.3,10649.06392,19382756
1104,環泥,水泥工業,2015,123458808.2,11280.9367,19970871
1104,環泥,水泥工業,2016,144618958.8,11767.46129,20347150
1104,環泥,水泥工業,2017,150003311.4,9410.898912,21229208
1108,幸福,水泥工業,2008,18334631.4,-1795.781943,9921861
1108,幸福,水泥工業,2009,27360288.8,3847.254712,9353816
1108,幸福,水泥工業,2010,24769965.6,-7591.169202,9040816
1108,幸福,水泥工業,2011,16594258,-8466.543066,9035938
1108,幸福,水泥工業,2012,20884480.8,8359.173574,8660870
1108,幸福,水泥工業,2013,26227022.4,6841.989047,8583007
1108,幸福,水泥工業,2014,33876570.6,11203.61339,8363279
1108,幸福,水泥工業,2015,35171732.2,13367.58159,7855502
1108,幸福,水泥工業,2016,34605099,9112.356535,7752644
1108,幸福,水泥工業,2017,33876570.6,-2984.688184,7236852
1109,信大,水泥工業,2008,26431931.68,7147.945231,7272231
1109,信大,水泥工業,2009,34732566,3108.725108,7655947
1109,信大,水泥工業,2010,35111466.72,-465.6883214,8209458
1109,信大,水泥工業,2011,37048070.4,1984.718751,9524621
1109,信大,水泥工業,2012,38689973.52,2269.631949,9546417
1109,信大,水泥工業,2013,45004985.52,6100.035292,9746375
1109,信大,水泥工業,2014,54477503.52,5204.717208,9283515
1109,信大,水泥工業,2015,37359609.02,481.1881192,8636326
1109,信大,水泥工業,2016,37927960.07,4245.337732,8643664
1109,信大,水泥工業,2017,47154196.7,10431.94529,8576925
1110,東泥,水泥工業,2008,48219667.44,160.1628632,9326517
1110,東泥,水泥工業,2009,59488083.2,1520.724742,9610238
1110,東泥,水泥工業,2010,71728900.32,702.7432426,9468402
1110,東泥,水泥工業,2011,54282875.92,430.5040881,9396780
1110,東泥,水泥工業,2012,76476506.96,897.9620374,9230957
1110,東泥,水泥工業,2013,95524133.6,1528.755033,9498539
1110,東泥,水泥工業,2014,93979731.44,1508.463557,9602737
1110,東泥,水泥工業,2015,88602923.92,1625.172101,9382538
1110,東泥,水泥工業,2016,90890927.12,1192.836331,9208246
1110,東泥,水泥工業,2017,84370118,727.7932218,9365291
1201,味全,食品工業,2008,103085012.7,5109.161711,13515883
1201,味全,食品工業,2009,204297592.7,3352.119772,14910868
1201,味全,食品工業,2010,181929612.6,8971.15086,26737472
1201,味全,食品工業,2011,156424042.4,4380.835513,30885098
1201,味全,食品工業,2012,178893235.2,4224.385564,35358585
1201,味全,食品工業,2013,261938157,3332.416361,38017850
1201,味全,食品工業,2014,126515725,-1989.436491,39190068
1201,味全,食品工業,2015,88561007.5,-21608.65209,36482806
1201,味全,食品工業,2016,88561007.5,-8770.327054,33867933
1201,味全,食品工業,2017,107032303.4,6206.135711,32862642
1203,味王,食品工業,2008,16593818.41,40449.15904,8494162
1203,味王,食品工業,2009,40010356.44,11259.38482,7751942
1203,味王,食品工業,2010,46440000,2485.809647,7962124
1203,味王,食品工業,2011,37896000,1088.452607,8122221
1203,味王,食品工業,2012,39864000,2516.129841,7745813
1203,味王,食品工業,2013,50064000,5262.763663,7815837
1203,味王,食品工業,2014,49800000,5360.060241,8310551
1203,味王,食品工業,2015,50424000,5288.077106,8351162
1203,味王,食品工業,2016,53016000,7978.025502,8600546
1203,味王,食品工業,2017,60480000,7317.791005,9192281
1210,大成,食品工業,2008,50610923.52,17620.32656,24480786
1210,大成,食品工業,2009,80654425.76,14192.19081,25608334
1210,大成,食品工業,2010,82708472.88,13063.11146,28185495
1210,大成,食品工業,2011,84012330.91,12748.72377,32933868
1210,大成,食品工業,2012,94485060.96,7768.45559,34856119
1210,大成,食品工業,2013,98280324.2,18271.1648,38458006
1210,大成,食品工業,2014,178207444.8,6523.70613,41395137
1210,大成,食品工業,2015,141755922,4171.82571,40027543
1210,大成,食品工業,2016,204349446,10072.83377,37864292
1210,大成,食品工業,2017,247060321.2,9061.823401,40747852
1213,大飲,食品工業,2008,3309848.93,1748.418167,758832
1213,大飲,食品工業,2009,4607021.45,2588.223243,737714
1213,大飲,食品工業,2010,12400351.59,-1161.983182,724253
1213,大飲,食品工業,2011,8606636.72,269.7917985,799165
1213,大飲,食品工業,2012,9543483.54,1198.514143,794306
1213,大飲,食品工業,2013,9919251.77,1656.778191,806843
1213,大飲,食品工業,2014,9939841.81,1157.865509,805469
1213,大飲,食品工業,2015,7088121.27,2329.390169,843408
1213,大飲,食品工業,2016,9512596.8,1594.201911,851231
1213,大飲,食品工業,2017,8833125.6,224.7222659,864866
1215,卜蜂,食品工業,2008,15661809,13519.95801,4776460
1215,卜蜂,食品工業,2009,22181762.08,12290.27699,5556908
1215,卜蜂,食品工業,2010,30001065.24,11488.5254,7354776
1215,卜蜂,食品工業,2011,22576207.64,6013.321731,8923757
1215,卜蜂,食品工業,2012,24803664.92,12442.9999,9935895
1215,卜蜂,食品工業,2013,27031122.2,16761.45728,9138241
1215,卜蜂,食品工業,2014,49017993.84,15971.52267,9375932
1215,卜蜂,食品工業,2015,56304909.1,12215.06279,9644227
1215,卜蜂,食品工業,2016,115370125.5,10936.93012,11187178
1215,卜蜂,食品工業,2017,172050222,8329.370246,13886122
1216,統一,食品工業,2008,563704442,6387.801358,267190777
1216,統一,食品工業,2009,850022983.6,9247.781709,273088923
1216,統一,食品工業,2010,1151097144,9494.454104,284418176
1216,統一,食品工業,2011,1368309385,6904.638016,320856278
1216,統一,食品工業,2012,1922136130,6454.974653,338649742
1216,統一,食品工業,2013,2226624293,5732.552654,370203449
1216,統一,食品工業,2014,2405568615,4624.930643,398833870
1216,統一,食品工業,2015,2917146706,4836.177409,398948489
1216,統一,食品工業,2016,2925669729,4965.262775,378585465
1216,統一,食品工業,2017,3750130164,10624.92534,414655454
1217,愛之味,食品工業,2008,30219027.75,3577.811996,9559073
1217,愛之味,食品工業,2009,57617612.91,2764.84901,9208124
1217,愛之味,食品工業,2010,62452657.35,2842.873427,9779525
1217,愛之味,食品工業,2011,49520085.35,228.9172145,11039106
1217,愛之味,食品工業,2012,51461073.62,993.061287,12522185
1217,愛之味,食品工業,2013,45090650.58,-1189.403996,13860771
1217,愛之味,食品工業,2014,39864912.93,-8975.160704,13673828
1217,愛之味,食品工業,2015,43068948.52,1123.640155,11394737
1217,愛之味,食品工業,2016,36692894.28,2814.223354,11545689
1217,愛之味,食品工業,2017,37039053.66,3593.666329,12242288
1218,泰山,食品工業,2008,20655699.3,-4091.848878,8700772
1218,泰山,食品工業,2009,35258798.34,6672.944374,7646554
1218,泰山,食品工業,2010,54654013.71,4365.150586,8771864
1218,泰山,食品工業,2011,44801637.82,4471.287429,8364352
1218,泰山,食品工業,2012,54661079.2,-3839.770511,8595832
1218,泰山,食品工業,2013,45757012,-2609.348705,7797250
1218,泰山,食品工業,2014,41128310.4,1696.471343,7775660
1218,泰山,食品工業,2015,41269644.8,2998.571967,7758985
1218,泰山,食品工業,2016,51057052,2376.968416,7882846
1218,泰山,食品工業,2017,59713784,5308.171393,7482013
1219,福壽,食品工業,2008,15333817.2,-2343.252142,5838643
1219,福壽,食品工業,2009,26717599.2,9306.075675,5914880
1219,福壽,食品工業,2010,32252028.32,7042.223756,5819422
1219,福壽,食品工業,2011,38746445,14235.75763,6560913
1219,福壽,食品工業,2012,43109440.92,-1338.546703,6194248
1219,福壽,食品工業,2013,42405682.28,663.6610588,5462440
1219,福壽,食品工業,2014,44378767.94,3062.658255,6310697
1219,福壽,食品工業,2015,44731231.68,2182.524298,7702140
1219,福壽,食品工業,2016,49354202.88,3161.189745,8029070
1219,福壽,食品工業,2017,57479481.15,2448.299762,8461787
1220,台榮,食品工業,2008,7472687.38,-20102.00512,2213268
1220,台榮,食品工業,2009,13121472.39,-3270.593324,2296964
1220,台榮,食品工業,2010,20240003.97,5543.081917,3088781
1220,台榮,食品工業,2011,13723537.25,10485.92629,3396560
1220,台榮,食品工業,2012,15565147.41,9208.264864,3005015
1220,台榮,食品工業,2013,14945374.76,3832.021674,3089852
1220,台榮,食品工業,2014,16184920.06,3303.630775,3264991
1220,台榮,食品工業,2015,17141140.72,6966.105812,3094716
1220,台榮,食品工業,2016,18168192.54,9069.862048,3014420
1220,台榮,食品工業,2017,18416101.6,4199.585867,3027503
1225,福懋油,食品工業,2008,8769530,-16120.81833,6288557
1225,福懋油,食品工業,2009,21167270,7224.927919,6041259
1225,福懋油,食品工業,2010,21688207.6,8270.439093,6631348
1225,福懋油,食品工業,2011,19736269.35,2181.009959,6696608
1225,福懋油,食品工業,2012,22074530.22,1799.449393,6803966
1225,福懋油,食品工業,2013,19396578.48,3208.813351,6247014
1225,福懋油,食品工業,2014,42842108.4,1051.979038,6400924
1225,福懋油,食品工業,2015,53800938,10377.43989,6645423
1225,福懋油,食品工業,2016,102746669.4,3749.094761,6660614
1225,福懋油,食品工業,2017,145437495,1697.450853,7017020
1227,佳格,食品工業,2008,19415563.2,36339.35275,9273406
1227,佳格,食品工業,2009,42637540.6,30259.93014,9655377
1227,佳格,食品工業,2010,98845249.75,21554.76369,10551362
1227,佳格,食品工業,2011,190828832,12882.52919,12464197
1227,佳格,食品工業,2012,260428476.9,8593.768341,13781267
1227,佳格,食品工業,2013,410893475.9,4525.703398,15902424
1227,佳格,食品工業,2014,374585449.2,5541.728874,18141349
1227,佳格,食品工業,2015,541491457.3,5042.762842,20529274
1227,佳格,食品工業,2016,634667470.1,4106.944381,21819086
1227,佳格,食品工業,2017,677166378,3209.025242,22709488
1229,聯華,食品工業,2008,48478781.12,4180.81881,20082808
1229,聯華,食品工業,2009,71673729.6,18181.43143,22124961
1229,聯華,食品工業,2010,112810706.3,17599.50865,26948212
1229,聯華,食品工業,2011,94520311.7,16175.71898,25954226
1229,聯華,食品工業,2012,107804496.1,14620.54049,24916901
1229,聯華,食品工業,2013,116810678,11422.65436,25897685
1229,聯華,食品工業,2014,129548006.3,13268.16251,25920393
1229,聯華,食品工業,2015,140151112.5,10103.49454,24499681
1229,聯華,食品工業,2016,180730059.5,11919.6995,26246509
1229,聯華,食品工業,2017,350073400.2,8495.43838,29653231
1231,聯華食,食品工業,2008,5355441.6,18310.90829,2949047
1231,聯華食,食品工業,2009,8956514.4,13226.12734,3087588
1231,聯華食,食品工業,2010,18490123.8,16527.25549,3367271
1231,聯華食,食品工業,2011,25274228.16,14184.68638,4765285
1231,聯華食,食品工業,2012,28787524.8,12753.99683,4811782
1231,聯華食,食品工業,2013,36300923.1,9438.850881,5453716
1231,聯華食,食品工業,2014,38287236.35,5828.704845,6158586
1231,聯華食,食品工業,2015,35413842.21,10093.39788,6480517
1231,聯華食,食品工業,2016,43375726.8,10827.83009,6373950
1231,聯華食,食品工業,2017,54201286.2,7492.349877,6483870
1232,大統益,食品工業,2008,22716435.8,20629.07245,3973448
1232,大統益,食品工業,2009,37706083.93,15615.27845,3977803
1232,大統益,食品工業,2010,53975531.26,12413.06911,4094637
1232,大統益,食品工業,2011,53799558.87,10910.98166,3881655
1232,大統益,食品工業,2012,62326221.04,7117.100838,4407381
1232,大統益,食品工業,2013,78259721.08,9032.424218,4211949
1232,大統益,食品工業,2014,93233371.72,10591.06822,4896510
1232,大統益,食品工業,2015,106767248.3,8542.938166,4856678
1232,大統益,食品工業,2016,127499995.3,6996.541434,5509730
1232,大統益,食品工業,2017,144297359.8,5663.575558,5452648
1233,天仁,食品工業,2008,15427800.57,9591.969985,1688726
1233,天仁,食品工業,2009,22847277.18,7653.822319,1610337
1233,天仁,食品工業,2010,32975451.6,6365.250203,1726101
1233,天仁,食品工業,2011,30538529.49,7672.406102,1962046
1233,天仁,食品工業,2012,32676498.33,7089.101092,2022936
1233,天仁,食品工業,2013,35113420.44,6577.627503,2036796
1233,天仁,食品工業,2014,36907140.06,6225.949765,1984065
1233,天仁,食品工業,2015,29614492.11,7063.433647,1987827
1233,天仁,食品工業,2016,31843052.85,5303.291767,1992084
1233,天仁,食品工業,2017,32658379.95,5371.48506,2072683
1234,黑松,食品工業,2008,46563461.89,4434.979523,12642298
1234,黑松,食品工業,2009,90983611.38,3530.240173,13031956
1234,黑松,食品工業,2010,137439907.7,2407.066518,13200633
1234,黑松,食品工業,2011,125544523.8,3125.074579,17007502
1234,黑松,食品工業,2012,195255759.6,41553.31456,24345813
1234,黑松,食品工業,2013,114975321.7,2714.66081,22313949
1234,黑松,食品工業,2014,131853907.9,2995.421268,21481658
1234,黑松,食品工業,2015,113287463.1,5475.539685,22108895
1234,黑松,食品工業,2016,122128627.3,9056.754543,22294964
1234,黑松,食品工業,2017,126388461,4299.094996,22855928
1235,興泰,食品工業,2008,13544532.4,1010.518458,949683
1235,興泰,食品工業,2009,15385671.7,1079.055911,1233228
1235,興泰,食品工業,2010,18257581.44,826.5059668,1370665
1235,興泰,食品工業,2011,11829149.28,1582.784996,1618016
1235,興泰,食品工業,2012,13003077.2,1108.199219,1784080
1235,興泰,食品工業,2013,13154732.96,-3469.245643,1691856
1235,興泰,食品工業,2014,13884927.36,3769.627211,2444127
1235,興泰,食品工業,2015,11616830.45,4040.430839,2752651
1235,興泰,食品工業,2016,17925709.65,12483.52251,4241749
1235,興泰,食品工業,2017,22718031.35,13507.50843,5735515
1236,宏亞,食品工業,2008,5838337.2,22647.71552,1937343
1236,宏亞,食品工業,2009,8923706.64,19413.0093,1935118
1236,宏亞,食品工業,2010,14755566.91,9832.89906,2277166
1236,宏亞,食品工業,2011,16300624.6,11064.29995,2870841
1236,宏亞,食品工業,2012,19360804.75,7175.941382,2911141
1236,宏亞,食品工業,2013,24474570.75,5563.652225,2899162
1236,宏亞,食品工業,2014,23640333.5,7083.825615,3182624
1236,宏亞,食品工業,2015,22091035.75,4609.018842,3413836
1236,宏亞,食品工業,2016,19588324,3827.688372,3156484
1236,宏亞,食品工業,2017,18851595,268.7836228,2933264
1256,鮮活果汁-KY,食品工業,2010,0,0,325006
1256,鮮活果汁-KY,食品工業,2011,0,0,588167
1256,鮮活果汁-KY,食品工業,2012,6084036,15288.6998,732771
1256,鮮活果汁-KY,食品工業,2013,21979440,9848.021606,1038497
1256,鮮活果汁-KY,食品工業,2014,40217436,6048.048414,1408260
1256,鮮活果汁-KY,食品工業,2015,33098567.04,6365.260458,1643171
1256,鮮活果汁-KY,食品工業,2016,31533828.48,7193.100582,1731289
1256,鮮活果汁-KY,食品工業,2017,44302464,6472.439095,2322095
1258,其祥-KY,食品工業,2008,0,0,500669
1258,其祥-KY,食品工業,2009,0,0,589325
1258,其祥-KY,食品工業,2010,0,0,596589
1258,其祥-KY,食品工業,2011,7354200,13457.20813,766629
1258,其祥-KY,食品工業,2012,7694200,10449.81934,774760
1258,其祥-KY,食品工業,2013,8520400,6781.01967,814713
1258,其祥-KY,食品工業,2014,7595600,12227.07884,913581
1258,其祥-KY,食品工業,2015,13001361.49,9938.497603,1562040
1258,其祥-KY,食品工業,2016,13671652.2,9945.469502,1647203
1258,其祥-KY,食品工業,2017,10971317,4223.376282,2323855
1259,安心,觀光事業,2008,0,0,833413
1259,安心,觀光事業,2009,0,0,1043705
1259,安心,觀光事業,2010,0,0,1287209
1259,安心,觀光事業,2011,35133774,4948.087843,2570549
1259,安心,觀光事業,2012,22672650,4519.145314,2543569
1259,安心,觀光事業,2013,20729280,3823.094676,2412596
1259,安心,觀光事業,2014,21558451.2,4296.319765,2440181
1259,安心,觀光事業,2015,22034576.85,5955.821203,2610793
1259,安心,觀光事業,2016,24036247.95,7229.830561,2760223
1259,安心,觀光事業,2017,28956213,5823.724256,2953839
1262,綠悅-KY,其他業,2010,0,0,3157472
1262,綠悅-KY,其他業,2011,0,0,4977849
1262,綠悅-KY,其他業,2012,0,0,5665286
1262,綠悅-KY,其他業,2013,0,0,8050355
1262,綠悅-KY,其他業,2014,189263250,8126.654277,11312026
1262,綠悅-KY,其他業,2015,155108250,10058.85889,11802026
1262,綠悅-KY,其他業,2016,196227900,9301.475478,11967899
1262,綠悅-KY,其他業,2017,105687450,7242.515549,12237482
1264,德麥,食品工業,2010,0,0,565812
1264,德麥,食品工業,2011,0,0,844544
1264,德麥,食品工業,2012,0,0,986685
1264,德麥,食品工業,2013,0,0,1509207
1264,德麥,食品工業,2014,0,0,2358688
1264,德麥,食品工業,2015,45798949.77,8713.977111,2947057
1264,德麥,食品工業,2016,53938058.16,8260.456813,2917922
1264,德麥,食品工業,2017,79185600,5704.256835,3088701
1268,漢來美食,觀光事業,2012,0,0,1190528
1268,漢來美食,觀光事業,2013,0,0,1517637
1268,漢來美食,觀光事業,2014,0,0,2000859
1268,漢來美食,觀光事業,2015,0,0,2435304
1268,漢來美食,觀光事業,2016,0,0,2605655
1268,漢來美食,觀光事業,2017,53947220,4923.219399,3213208
1301,台塑,塑膠工業,2008,1557684417,12653.05975,294404471
1301,台塑,塑膠工業,2009,2840099734,9694.528916,331145643
1301,台塑,塑膠工業,2010,4356247804,10455.42702,355306791
1301,台塑,塑膠工業,2011,3847600632,9284.866446,348673067
1301,台塑,塑膠工業,2012,3938802110,3722.583565,360049209
1301,台塑,塑膠工業,2013,4433738467,4672.319117,408746365
1301,台塑,塑膠工業,2014,4078530131,4382.679894,430802991
1301,台塑,塑膠工業,2015,4450925967,6937.26861,423501050
1301,台塑,塑膠工業,2016,5397511624,7298.278492,455666072
1301,台塑,塑膠工業,2017,6282986170,7859.774264,476071036
1303,南亞,塑膠工業,2008,1854057307,5062.625068,401141930
1303,南亞,塑膠工業,2009,3311314320,4953.853188,423502794
1303,南亞,塑膠工業,2010,4274791358,9584.981715,460499309
1303,南亞,塑膠工業,2011,3759680570,6155.567094,470364480
1303,南亞,塑膠工業,2012,3643466550,1157.147991,451616140
1303,南亞,塑膠工業,2013,4595118035,5499.66025,524510130
1303,南亞,塑膠工業,2014,4487258861,7073.718272,532880438
1303,南亞,塑膠工業,2015,4325470101,8258.373118,513725976
1303,南亞,塑膠工業,2016,5319995129,9180.509721,537184804
1303,南亞,塑膠工業,2017,6178110026,8824.869704,544071389
1304,台聚,塑膠工業,2008,38184458.4,1930.968857,42617597
1304,台聚,塑膠工業,2009,78143144.16,25822.61082,47833597
1304,台聚,塑膠工業,2010,146097597.6,20139.87259,50859382
1304,台聚,塑膠工業,2011,165925739.1,19331.5336,55854854
1304,台聚,塑膠工業,2012,216980195.8,7649.5184,54903262
1304,台聚,塑膠工業,2013,202126364.6,4042.837271,58597139
1304,台聚,塑膠工業,2014,176303550.3,3634.8559,58415011
1304,台聚,塑膠工業,2015,135626904.9,6485.667433,57498146
1304,台聚,塑膠工業,2016,171847401,6922.246094,61995475
1304,台聚,塑膠工業,2017,191134521.6,5814.177317,64393851
1305,華夏,塑膠工業,2008,21919860.6,-15060.67972,10116845
1305,華夏,塑膠工業,2009,36108297.5,14222.10504,10806784
1305,華夏,塑膠工業,2010,39421764.8,114.9618751,10660863
1305,華夏,塑膠工業,2011,26805100.85,-3433.003312,11096359
1305,華夏,塑膠工業,2012,46006219.05,17335.04766,11092431
1305,華夏,塑膠工業,2013,58087629.3,12965.22184,11491505
1305,華夏,塑膠工業,2014,54651006.78,2175.733019,11368230
1305,華夏,塑膠工業,2015,60317477.92,12725.44918,12373687
1305,華夏,塑膠工業,2016,105230590.9,13713.93041,13308987
1305,華夏,塑膠工業,2017,159407870.4,7965.779838,12673221
1307,三芳,塑膠工業,2008,20823953.04,35293.58708,7872301
1307,三芳,塑膠工業,2009,56747895.4,15623.46927,8221897
1307,三芳,塑膠工業,2010,61893836.16,15838.02299,8976947
1307,三芳,塑膠工業,2011,48317125.12,13934.0037,11366641
1307,三芳,塑膠工業,2012,58709074.82,12049.19345,11597690
1307,三芳,塑膠工業,2013,86500632.24,9234.949842,12473922
1307,三芳,塑膠工業,2014,91683025.65,10577.30145,13529295
1307,三芳,塑膠工業,2015,130970999.9,8410.854316,14068144
1307,三芳,塑膠工業,2016,132513209.1,9387.584893,15224237
1307,三芳,塑膠工業,2017,134860335.9,6681.430785,14400134
1308,亞聚,塑膠工業,2008,14559983.28,23283.68058,5791223
1308,亞聚,塑膠工業,2009,27162979.56,36290.23826,7451739
1308,亞聚,塑膠工業,2010,71610063.73,20287.8747,9198156
1308,亞聚,塑膠工業,2011,74874322.62,21632.70322,10018165
1308,亞聚,塑膠工業,2012,92573316.99,6678.619932,10389650
1308,亞聚,塑膠工業,2013,98068536.72,5474.283781,10138680
1308,亞聚,塑膠工業,2014,94545959.97,5287.724617,10086290
1308,亞聚,塑膠工業,2015,75848115.66,7008.176741,10279770
1308,亞聚,塑膠工業,2016,90091598.4,7390.533766,14670029
1308,亞聚,塑膠工業,2017,99996137.1,5653.758399,14876001
1309,台達化,塑膠工業,2008,12064051.15,-127723.8451,8383669
1309,台達化,塑膠工業,2009,31232797.55,17177.87205,9063211
1309,台達化,塑膠工業,2010,30201920.2,17423.95836,9156980
1309,台達化,塑膠工業,2011,32546741.99,8327.469462,10034665
1309,台達化,塑膠工業,2012,31290746.9,-2037.247631,9735466
1309,台達化,塑膠工業,2013,40792649.1,426.1306972,12400451
1309,台達化,塑膠工業,2014,32535823.74,-19399.72398,10992777
1309,台達化,塑膠工業,2015,24803241.26,2722.426448,9221687
1309,台達化,塑膠工業,2016,34239613.1,3530.326106,8476820
1309,台達化,塑膠工業,2017,49803073.6,10081.28542,8811435
1310,台苯,塑膠工業,2008,37601716.6,-25425.06264,10472544
1310,台苯,塑膠工業,2009,69989040.18,8656.012405,11669993
1310,台苯,塑膠工業,2010,79912859.31,690.752408,12637658
1310,台苯,塑膠工業,2011,36677506.96,-23450.03986,11742089
1310,台苯,塑膠工業,2012,34990223.76,-12587.14443,10602646
1310,台苯,塑膠工業,2013,83403421.29,13020.76082,11307087
1310,台苯,塑膠工業,2014,62288636.4,-602.0359759,9400327
1310,台苯,塑膠工業,2015,76963416.84,9014.971378,11895534
1310,台苯,塑膠工業,2016,95702794.74,14748.24224,11787754
1310,台苯,塑膠工業,2017,119826444.6,8810.651134,10924691
1312,國喬,塑膠工業,2008,23984884.29,-95814.59607,22616680
1312,國喬,塑膠工業,2009,103831004.8,24557.41428,22853435
1312,國喬,塑膠工業,2010,139271031.1,14925.84627,21548635
1312,國喬,塑膠工業,2011,91457423.61,12252.16014,21993486
1312,國喬,塑膠工業,2012,113788972.8,15303.68854,23879414
1312,國喬,塑膠工業,2013,180598296.5,10801.18162,24925358
1312,國喬,塑膠工業,2014,139827003.3,2091.99935,24389813
1312,國喬,塑膠工業,2015,130097490.1,11317.04385,23130366
1312,國喬,塑膠工業,2016,185602046.1,12934.60956,25005048
1312,國喬,塑膠工業,2017,291422084.4,11284.80708,27999915
1313,聯成,塑膠工業,2008,52607775.48,936.4395196,26247437
1313,聯成,塑膠工業,2009,94725654.71,15193.24416,29436929
1313,聯成,塑膠工業,2010,170250327.5,15820.25738,36514622
1313,聯成,塑膠工業,2011,121448504.2,8671.765919,38905375
1313,聯成,塑膠工業,2012,147010285.8,8225.764568,42315048
1313,聯成,塑膠工業,2013,144217045.4,4146.354532,45013293
1313,聯成,塑膠工業,2014,116820435.9,-2082.272662,43529776
1313,聯成,塑膠工業,2015,101663336.9,-1696.501465,36967653
1313,聯成,塑膠工業,2016,136917558.5,7952.325557,36398317
1313,聯成,塑膠工業,2017,225516734.8,10386.86997,45009979
1314,中石化,塑膠工業,2008,75747438.6,-42254.11524,42433394
1314,中石化,塑膠工業,2009,151135884.6,13661.38826,43043762
1314,中石化,塑膠工業,2010,352171740.6,17955.1857,45413246
1314,中石化,塑膠工業,2011,406343723.9,26888.31734,54379580
1314,中石化,塑膠工業,2012,403446208.8,3514.914675,45413783
1314,中石化,塑膠工業,2013,315518599.2,16720.78608,71001350
1314,中石化,塑膠工業,2014,267958810.4,1136.178354,77428415
1314,中石化,塑膠工業,2015,183975183.2,519.260252,75754803
1314,中石化,塑膠工業,2016,229678980.3,-8140.58386,76455265
1314,中石化,塑膠工業,2017,414428095.6,14698.94552,81628960
1315,達新,塑膠工業,2008,24310000,13376.42945,7521369
1315,達新,塑膠工業,2009,38390000,2927.272727,7897969
1315,達新,塑膠工業,2010,47674000,4412.509964,8454878
1315,達新,塑膠工業,2011,49918000,12535.31792,8285508
1315,達新,塑膠工業,2012,55924000,2891.674415,9272524
1315,達新,塑膠工業,2013,59708000,2910.598245,9522353
1315,達新,塑膠工業,2014,49777200,4734.316113,9226385
1315,達新,塑膠工業,2015,41481000,6164.147441,8996298
1315,達新,塑膠工業,2016,48272400,6289.432471,9566746
1315,達新,塑膠工業,2017,50688000,3388.099747,9538157
1316,上曜,化學工業,2008,3154039.24,-7317.283725,1101698
1316,上曜,化學工業,2009,8582375.37,570.7044715,1073005
1316,上曜,化學工業,2010,19595446.27,-1139.754599,1265453
1316,上曜,化學工業,2011,15323371.31,-4189.417505,2238287
1316,上曜,化學工業,2012,9614347.53,-13383.95555,2276612
1316,上曜,化學工業,2013,21151243.42,-10582.5457,2820734
1316,上曜,化學工業,2014,25813007.55,-1683.879723,3106676
1316,上曜,化學工業,2015,24381783.65,-5555.664095,3578234
1316,上曜,化學工業,2016,18170503.96,-6913.897395,4190676
1316,上曜,化學工業,2017,31377355,10730.79614,4598344
1319,東陽,塑膠工業,2008,36120352,14846.83759,26804706
1319,東陽,塑膠工業,2009,201180413.7,7777.342591,28355281
1319,東陽,塑膠工業,2010,169205312.3,7010.270447,27926716
1319,東陽,塑膠工業,2011,148091199.9,7975.0046,30500025
